Id;Namn;Latitud;Longitud;Höjd (m);Aktiv
157010;Abborrberg;65.4833;16.6;550;Nej
62570;Abild;56.9512;12.7909;145;Nej
188800;Abisko;68.3557;18.8206;388;Ja
188790;Abisko Aut;68.3555;18.8211;388;Nej
158990;Abraur;65.9857;18.9195;368.079;Ja
158820;Adak D;65.3816;18.6164;412.169;Ja
97280;Adelsö A;59.3579;17.5213;5.612;Ja
92480;Adolfsfors;59.8;12.2333;125;Nej
117330;Agö;61.55;17.4666;20;Nej
178740;Aktse;67.1498;18.3061;530;Nej
72560;Alingsås D;57.8939;12.5472;72.054;Ja
180790;Allavaara;67.2594;20.1205;480;Nej
75040;Allgunnen;57.0666;15.9681;115;Nej
99090;Almagrundet A;59.1547;19.1298;3;Nej
134590;Almdalen;63.9967;14.6701;615;Ja
98560;Almunge;59.9334;18.0446;18.689;Nej
53640;Alnarp;55.65;13.0833;10;Nej
53390;Alnarp Fruktavdelning;55.6571;13.0923;10;Nej
93720;Alstrum;59.4833;13.6;70;Nej
178790;Aluokta;67.3094;18.9011;385;Nej
82000;Alvhem;58.0067;12.1454;5;Nej
73250;Ambjörnarp;57.4166;13.2833;220;Nej
156990;Ammarnäs D;65.9621;16.2184;420;Nej
103220;Andersviksberg;60.3694;13.8749;420;Nej
74730;Aneboda I;57.1166;14.5666;188;Nej
74510;Aneby;57.8232;14.8913;240;Nej
76410;Ankarsrum D;57.6784;16.193;96.501;Ja
144530;Ankarvattnet D;64.8779;14.2293;460;Ja
95230;Arboga;59.3833;15.8333;50;Nej
167710;Arjeplog A;66.0513;17.8396;430.839;Ja
158980;Arjeplog-Myrheden D;65.9785;18.2211;450.325;Ja
97390;Arlanda;59.66;17.9208;26;Nej
159880;Arvidsjaur A;65.5941;19.2642;382.45;Ja
92400;Arvika;59.6658;12.591;77;Nej
92410;Arvika A;59.6743;12.6354;65.758;Ja
75280;Arvingetorp;57.4496;15.0344;210;Nej
97630;Aske;59.6166;17.65;15;Nej
95100;Asker D;59.1593;15.4633;37.648;Ja
84660;Askersund;58.88;14.9;100;Nej
75480;Askeryd;57.8055;14.9925;250;Nej
72620;Askim D;57.6284;11.9618;88.33;Ja
87600;Aspa D;58.9277;17.1047;26.636;Ja
137220;Aspeå;63.3994;17.4911;255.8;Ja
94370;Asphyttan;59.6112;14.1859;130;Nej
78480;Austers D;57.81;18.63;29.205;Ja
145500;Avasjö-Borgafjäll D;64.834;15.0748;535.286;Ja
106070;Avesta;60.1413;16.1715;99.043;Ja
73270;Axelfors;57.45;13.1;150;Nej
105550;Backa;60.923;15.1145;230;Nej
117710;Backarna;61.5666;16.3;185;Nej
136490;Backe D;63.8137;16.4038;214.569;Ja
63550;Bakarebo D;56.9029;13.696;145;Ja
132420;Baksjönäset;63.7062;12.6526;425;Nej
166840;Ballastviken;66.49;16.5346;470;Nej
139570;Balsjö D;63.9206;19.0703;200;Ja
62220;Baramossa;56.3823;12.9855;196.703;Ja
97260;Barkarby;59.4166;17.8833;17;Nej
62180;Barkåkra;56.29;12.8463;20;Nej
156230;Bastansjö D;65.3817;16.197;499.583;Ja
82540;Bastorp;58.904;12.038;150;Nej
98410;Beateberg;59.6576;18.4206;40;Nej
53190;Beddingestrand;55.3594;13.4286;5.04;Ja
92040;Bengtsfors;59.025;12.2401;120;Ja
74080;Berg;57.121;14.6931;250;Ja
98610;Berga;59.0833;18.1166;15;Nej
97130;Bergaholm;59.2291;17.7164;30;Nej
189740;Bergfors;68.15;19.8;480;Nej
158900;Bergnäsudden;65.6666;18.15;420;Nej
117570;Bergsjö;61.9488;17.0669;55;Ja
116160;Bergvik;61.2602;16.835;50;Nej
86160;Bersbo;58.2635;16.0417;100;Nej
155950;Biellojaure;65.7992;15.7208;600;Nej
82590;Billingsfors;58.9884;12.2589;85;Nej
62240;Bingsgärde;56.4;12.9666;202;Nej
136020;Bispgården;63.0246;16.6336;168.062;Ja
106080;Bjurfors;60.1316;16.1282;125;Nej
139560;Bjurholm;63.9329;19.22;178;Nej
105470;Bjursås;60.7438;15.4625;227;Ja
105460;Bjursås-Sågsbo;60.7746;15.3844;400;Nej
116650;Bjuråker;61.85;16.5833;66;Nej
151290;Bjuröklubb;64.4806;21.5787;36;Nej
151280;Bjuröklubb A;64.4799;21.5754;35.41;Ja
62050;Bjuv D;56.0958;12.8862;15;Nej
62730;Bjärbolund;56.1833;12.7666;7;Nej
66440;Bjärby D;56.7126;16.708;7;Ja
85160;Bjärka-Säby;58.2662;15.7431;100;Nej
63180;Bjärnum D;56.2908;13.7436;79.897;Ja
53650;Björka;55.7;13.6333;32;Nej
155920;Björkbacken;65.7456;15.5515;515;Nej
142030;Björkede;64.0432;12.9414;451;Nej
163980;Björkfors;65.9333;23.4666;10;Nej
163680;Björkfors;65.9166;23.4666;10;Nej
188680;Björkliden;68.38;18.68;360;Nej
107040;Björklinge D;60.0399;17.5587;29.693;Ja
178820;Björkudden;67.3956;18.7156;376;Ja
155850;Björkvik;65.4987;15.5589;435;Nej
86500;Björkvik D;58.82;16.4963;31.088;Ja
107620;Björn;60.6333;17.9833;4;Nej
83640;Björnegården;58.5166;13.0666;75;Nej
122020;Björnliden;62.0444;12.3953;750;Nej
53380;Björnstorp;55.6254;13.4122;45;Nej
126020;Björsarv;62.031;16.2995;150;Nej
156780;Blaiken D;65.2506;16.8563;399.629;Ja
155710;Blaikliden;65.0464;15.7486;520;Nej
75140;Blankaström;57.2166;15.9166;80;Nej
157800;Blattnicksele;65.3371;17.4606;370;Nej
92170;Blomskog;59.2891;12.0542;110;Nej
92130;Blomskog A;59.2213;12.0754;169.645;Ja
62720;Boarp;56.3333;12.9333;90;Nej
117640;Boda;61.5833;17;40;Nej
161940;Boden;65.8113;21.686;16;Nej
102040;Bogen;60.0591;12.5558;245;Nej
98240;Bogesund;59.4084;18.2314;22;Nej
155900;Boksjö;65.6772;15.8245;475;Nej
72400;Bollebygd;57.6381;12.633;130.32;Ja
54300;Bollerup;55.4926;14.0395;57.568;Ja
116730;Bollnäs;61.35;16.4166;55;Nej
116250;Bollnäs D;61.4172;16.3731;113.776;Ja
63490;Bolmen;56.8145;13.7003;160;Nej
73020;Bolmsö;57.0152;13.728;160;Nej
135090;Bomsund;63.1506;15.7568;220;Nej
73340;Bondstorp D;57.5892;13.9285;295;Nej
66530;Borgholm;56.8833;16.6666;5;Nej
83170;Borgunda;58.288;13.7995;181;Nej
135260;Borgvattnet D;63.4229;15.8251;386.316;Ja
92210;Borgviksbruk;59.3534;12.9623;55;Nej
105440;Borgärdet;60.7344;15.9083;140;Nej
105280;Borlänge Aut;60.4889;15.4324;140;Nej
105310;Borlänge D;60.492;15.4274;145;Ja
105260;Borlänge Flygplats;60.4294;15.5081;152;Nej
72450;Borås;57.7611;12.9493;135;Ja
74710;Botorp;57.9833;14.75;185;Nej
73350;Bottnaryd;57.7416;13.8968;244;Ja
133410;Bottnen;63.6769;13.3699;400;Ja
85120;Boxholm D;58.2048;15.0215;160;Nej
53420;Brandstad;55.6833;13.7333;95;Nej
113040;Branäs;61.0665;13.4844;480;Nej
138270;Bredbyn D;63.46;18.0673;81.398;Ja
140560;Brednoret D;63.929;20.7805;15;Nej
76310;Bredshult;57.5249;16.2768;60;Nej
91130;Bredviken;59.2184;11.9858;100;Nej
65170;Bredåkra D;56.2523;15.2548;40;Nej
64070;Bromölla;56.0641;14.4755;5.574;Ja
106040;Brovallen;60.0989;16.3026;100.154;Ja
122390;Bruksvallarna;62.6421;12.4192;700;Nej
63420;Brunnshult;56.7119;13.1626;165;Nej
92370;Brunsberg;59.6166;12.9833;70;Nej
127130;Brämön A;62.2198;17.739;18.13;Ja
150200;Brände;64.334;20.9608;60;Ja
133400;Bränna;63.6691;13.5494;430;Nej
161930;Brännberg D;65.7927;21.2555;92.722;Ja
149390;Brännforssund;64.6517;19.3708;225;Ja
82640;Brålanda;58.5666;12.3666;65;Nej
54410;Brösarp D;55.7201;14.1025;49.568;Ja
157870;Buresjön A;65.558;17.8554;394.05;Ja
78130;Burs D;57.2265;18.5617;24.5;Nej
78240;Buttle;57.4034;18.5297;45;Nej
150040;Bygdeå;64.055;20.8763;18;Nej
150210;Bygdsiljum D;64.3681;20.4841;150;Ja
151570;Byske;64.95;21.2166;15;Nej
161700;Byske-Vitsjön D;65.0143;21.2468;30;Nej
64050;Bäckaskog;56.0483;14.3384;12;Nej
94610;Bäckatorp;59.1333;14.65;95;Nej
82490;Bäckefors;58.8044;12.1554;149.614;Ja
84620;Bällefors;58.5833;14.1166;90;Nej
148370;Bäverträsk;64.6168;18.3349;351.276;Ja
86170;Båtvik;58.2699;16.079;80;Nej
75610;Böksholm;57.0833;15;190;Nej
136610;Bölestrand;63.1333;16.15;220;Nej
53310;Börringe Kloster;55.5061;13.3293;55;Nej
86220;Börrum D;58.3522;16.6217;16.196;Ja
123450;Börtnan;62.729;13.9111;455;Nej
123460;Börtnan A;62.7548;13.8427;467.246;Ja
92530;Charlottenberg;59.8892;12.3005;139.348;Ja
94390;Daglösen A;59.6612;14.1803;133.077;Ja
156740;Dajkanvik;65.1444;16.3;430;Nej
134420;Dal;63.697;14.1314;480;Nej
104320;Dala-Järna D;60.5558;14.3624;236.63;Ja
98090;Dalarö D;59.1339;18.4111;16.304;Ja
133620;Dalen;63.3166;13.0666;480;Nej
94570;Dalkarlsjöhyttan;59.95;14.1333;340;Nej
73430;Dalsjöfors;57.722;13.1238;257;Nej
73400;Dalstorp;57.6043;13.5119;194;Ja
115040;Dalstuga;61.0666;15.7;240;Nej
156850;Danasjö;65.5374;16.5393;652;Nej
85080;Danielshammar;58.1333;15.25;170;Nej
107120;Dannemora;60.2026;17.9049;41;Nej
85060;Danskebo;58.106;15.2511;175;Nej
54480;Degeberga D;55.7965;14.1668;17;Ja
94140;Degerfors D;59.1903;14.3891;100;Ja
94160;Degernäs;59.25;14.4666;100;Nej
138110;Degersjö;63.1902;18.0314;295;Nej
93370;Dejefors;59.6082;13.4776;65;Nej
116480;Delsbo;61.8041;16.5684;51;Ja
116490;Delsbo A;61.8264;16.5385;70.667;Ja
132370;Digernäset D;63.6224;12.9179;414.851;Ja
156770;Dikanäs;65.2337;16.0018;484;Nej
156790;Dikanäs Skansnäs;65.3235;16.0353;525;Nej
81320;Dingle;58.5289;11.5724;20;Nej
91370;Djurskog;59.6072;11.9321;280;Nej
84200;Djursätra;58.3286;14.0637;125;Ja
105330;Djurås D;60.5581;15.1182;165;Nej
98190;Djurö D;59.3077;18.693;4.575;Ja
105640;Domnarvet;60.5;15.45;128;Nej
75120;Drageryd;57.2001;15.9666;77;Nej
123060;Dravagen A;62.0936;13.6086;566.642;Ja
97590;Drälinge;59.9923;17.5736;30;Nej
73010;Dungen;57.0166;13.7333;150;Nej
96120;Dunker;59.1469;16.8536;35;Nej
132240;Duved;63.3948;12.9416;400;Nej
105570;Dådran;60.9402;15.5474;215;Nej
124480;Dödre;62.7923;14.687;350;Ja
116240;Dönje;61.395;16.4145;85;Nej
81550;Ed D;58.9092;11.7698;163.82;Ja
103050;Edebäck;60.0666;13.55;155;Nej
132590;Edevik;63.9812;12.8709;425;Ja
115230;Edsbyn;61.3784;15.8352;161;Nej
115220;Edsbyn A;61.3607;15.7144;183.648;Ja
136240;Edsele;63.4047;16.55;165;Nej
62510;Eftra D;56.8584;12.6452;45.525;Ja
63720;Egernahult;56.6166;13.3833;150;Nej
107440;Eggegrund A;60.7298;17.5584;3.731;Ja
85720;Ekeby;58.9333;15.9333;57;Nej
64330;Ekefors;56.5546;14.7571;145;Nej
66470;Ekerum;56.7849;16.5812;40;Nej
84080;Eket;58.1131;14.076;275;Nej
96140;Eklången;59.2361;16.7462;35;Nej
149300;Ekorrträsk;64.5021;19.0514;220;Nej
74400;Eksjö;57.669;14.9832;211;Nej
65360;Emmaboda D;56.5977;15.5347;130;Ja
97380;Enköping;59.6406;17.0655;14.314;Ja
82380;Erikstad;58.602;12.4447;65;Nej
85230;Erikstad Ö;58.3833;15.8166;70;Nej
65260;Eringsboda D;56.4478;15.3522;120.199;Ja
96230;Eskilstuna;59.3867;16.4647;8;Ja
96190;Eskilstuna A;59.3821;16.4526;12.577;Ja
181970;Esrange;67.8911;21.0846;328;Ja
113080;Evertsberg;61.134;13.9663;430;Nej
72120;Fagered;57.1978;12.8129;100;Nej
160800;Fagerheden;65.3373;20.9026;220;Nej
75090;Fagerhult D;57.0806;15.679;175.458;Ja
105000;Fagersta;60.0023;15.8045;100;Nej
107330;Fagerviken;60.542;17.7478;5;Nej
86090;Falerum;58.1425;16.2102;80;Nej
62520;Falkenberg;56.8994;12.4798;5;Nej
83090;Falköping-Valtorp D;58.2363;13.6332;166;Ja
85090;Fallvik D;58.1296;15.8608;140;Nej
52230;Falsterbo;55.3836;12.8203;5;Ja
52240;Falsterbo A;55.3837;12.8166;1.575;Ja
76610;Falsterbo Skola;57.65;16.37;45;Nej
105370;Falun-Lugnet;60.619;15.6603;140;Ja
98620;Farsta;59.3165;18.3664;6;Nej
155740;Fatmomakke;65.0915;15.132;580;Nej
95320;Fellingsbro-Finnåker;59.5345;15.5857;51;Nej
63540;Femsjö;56.89;13.3778;177;Nej
94430;Filipstad;59.7166;14.1666;141;Nej
107140;Film A;60.2358;17.9043;33.381;Ja
107130;Films Kyrkby D;60.2357;17.9072;39;Nej
115030;Finnbacka D;61.0566;15.5777;431;Ja
125020;Finneby;62.0424;15.4655;259;Nej
118610;Finngrundets Fyrskepp;61.0666;18.6833;5;Nej
85430;Finspång;58.7017;15.779;51;Ja
144260;Fiskåvattnet;64.4367;14.7175;375;Nej
94110;Fjugesta D;59.1829;14.8557;75;Nej
73550;Fjälla;57.9166;13.0833;260;Nej
122360;Fjällnäs;62.5772;12.2223;780;Nej
156880;Fjällsjönäs;65.6229;16.6157;414.943;Ja
146250;Fjälltuna D;64.4181;16.4191;485;Nej
96460;Fjärdhundra D;59.7666;16.9166;30;Nej
74420;Flahult;57.6898;14.1455;224;Nej
148150;Flakaträsk;64.2539;18.5184;400;Nej
104360;Flatån;60.6;14.4333;245;Nej
96020;Flen;59.0502;16.6048;30;Nej
96040;Floda A;59.0558;16.3944;31.337;Ja
112510;Flötningen;61.8408;12.2944;670;Nej
106100;Folkärna;60.169;16.3125;68;Nej
106640;Forsbacka;60.6166;16.9166;65;Nej
137080;Forse;63.1461;17.0223;125.604;Ja
74430;Forserum;57.7038;14.4685;275;Nej
93580;Forshult;59.957;13.5298;110;Nej
75710;Forsnäs;57.85;15.2166;190;Nej
136310;Forsnäset;63.5215;16.6774;200;Nej
122010;Foskros;62.0016;12.6708;545;Nej
72210;Fotskäl D;57.4382;12.4135;135;Ja
126060;Franshammar;62.1;16.67;122;Nej
148050;Fredrika;64.0763;18.419;300;Nej
148040;Fredrika A;64.0744;18.3619;327.684;Ja
104090;Fredriksberg;60.1417;14.3909;304.749;Nej
65180;Fridlevstad D;56.2596;15.5362;50;Ja
53550;Friggestad;55.9032;13.9336;150;Nej
144220;Frostviken D;64.3854;14.314;331.936;Ja
93320;Frykfors;59.5307;13.2566;65;Nej
106300;Främlingshem;60.4993;16.9409;75;Nej
96010;Frändesta;59.0105;16.8801;22.432;Ja
126630;Fränsta;62.5;16.1833;110;Nej
126300;Fränsta II;62.5165;16.2084;110;Nej
63530;Fröslida;56.8666;13.0666;70;Nej
134110;Frösön;63.1974;14.4863;376;Ja
134130;Frösön D;63.1947;14.4898;375;Nej
97550;Frötuna;59.9077;17.8611;15;Nej
151550;Furuögrund;64.9112;21.2263;10;Nej
73390;Fägerhult;57.6468;13.2369;170;Nej
84390;Fägre D;58.6439;14.0632;87.92;Ja
160740;Fällfors;65.1317;20.7891;195;Nej
144240;Fågelberget D;64.3892;14.5262;312.749;Ja
72640;Fågelnäs;57.7666;12.4166;110;Nej
114480;Fågelsjö D;61.7984;14.6477;410;Ja
79580;Fårö D;57.9548;19.2459;4;Nej
79520;Fårösund;57.8666;19.05;20;Nej
78550;Fårösund Ar A;57.9165;18.9533;12.756;Ja
134410;Föllinge A;63.6761;14.6048;361.8;Ja
134460;Föllinge-Vägskälet;63.7606;14.4323;475;Nej
115500;Föne D;61.8359;15.8741;181.01;Ja
76010;Föra;57.0107;16.8816;4;Nej
94410;Gammalkroppa;59.6833;14.3166;200;Nej
64090;Gammalstorp;56.1118;14.6218;15;Nej
157790;Gargnäs D;65.3251;17.9464;300.661;Ja
82030;Garn;58.0492;12.1563;15;Nej
125580;Gastsjön;62.9595;15.8545;330;Nej
82110;Gendalen;58.1582;12.6448;87.63;Ja
63340;Genevad;56.5684;13.0338;20;Nej
104540;Gesunda D;60.8872;14.5431;184.668;Ja
76340;Getterum;57.5691;16.2849;80;Nej
155800;Gielas;65.3272;15.0677;570;Nej
155790;Gielas A;65.3269;15.0645;578.328;Ja
63010;Gillastig;56.0148;13.2311;149.194;Ja
98060;Gillinge D;59.1112;18.6545;5;Nej
73170;Gislaved;57.2847;13.5324;165;Nej
135640;Gisselås;63.7;15.3666;320;Nej
168760;Gittun;66.3013;18.5504;410;Nej
76420;Gladhammar A;57.7068;16.4526;35.277;Ja
86510;Glindran;58.8425;16.4162;54.997;Ja
62550;Glommen;56.9303;12.3579;6;Nej
159770;Glommersträsk;65.2764;19.6839;394.387;Ja
127040;Gnarp;62.0647;17.2788;70;Nej
97030;Gnesta;59.0958;17.3201;46.903;Ja
85450;Godegård D;58.7557;15.1045;133.639;Ja
78340;Gothem;57.5666;18.7666;10;Nej
89240;Gotska Sandön;58.3928;19.197;12;Nej
89230;Gotska Sandön A;58.3939;19.194;15.911;Ja
127600;Gran;62.0166;17.6333;20;Nej
145710;Granberget;64.3;15.9166;480;Nej
96060;Granhed D;59.1012;16.4349;55.277;Ja
181740;Granhult;67.1218;21.8181;275;Ja
136710;Graninge;63.0666;16.95;205;Nej
75130;Granshult;57.2036;15.0843;315;Nej
147300;Gransjö;64.4947;17.4599;440;Nej
148200;Granträsk D;64.3346;18.3756;455;Nej
163970;Granån;65.9199;23.4267;20;Nej
146010;Granåsen;64.0147;16.807;390;Nej
149150;Granö D;64.2517;19.3127;185;Ja
72330;Grebbeshult;57.5451;12.4614;53.203;Ja
81420;Grebbestad;58.6933;11.2485;10;Nej
94330;Grecksåsar;59.5477;14.8136;227;Nej
135200;Greningen;63.3271;15.4054;390;Nej
72070;Grimeton;57.1481;12.4413;25;Nej
64200;Grimsmåla;56.326;14.8805;90;Nej
97050;Grindsjön;59.0809;17.8617;45;Nej
93200;Grums;59.3493;13.107;67.634;Ja
112170;Grundforsen;61.2797;12.8568;412;Nej
108300;Grundkallen;60.5;18.8666;23;Nej
64120;Grundsjön;56.129;14.586;140;Nej
116050;Gruvberget;61.1031;16.1582;358;Nej
105420;Grycksbo D;60.6907;15.491;160;Nej
85660;Gryt;58.9;15.3666;105;Nej
94420;Grythyttan;59.7113;14.5301;185;Ja
105050;Grängesberg;60.0864;15.0202;280;Nej
84610;Gränna;58.0333;14.4666;130;Nej
92560;Gräsmark;59.9339;12.8992;165;Nej
82200;Grästorp;58.3355;12.6765;55;Nej
93310;Gräsås D;59.5267;13.9365;111.815;Ja
105360;Gråda Kraftverk;60.6046;15.0146;155;Nej
95380;Grönbo;59.6396;15.418;85;Nej
150440;Grönliden;64.7301;20.1927;300;Ja
122610;Grövelsjön;62.0991;12.3153;815;Nej
145130;Gubbhögen A;64.2172;15.5529;310.221;Ja
65630;Gullaboås;56.4333;15.8833;65;Nej
65530;Gullaskruv;56.874;15.6841;175;Nej
75490;Gullringen;57.812;15.6662;165;Nej
84590;Gullspång;58.9863;14.1101;78;Ja
137490;Gulsele;63.8159;17.1282;260;Nej
147570;Gunnarn;65.0099;17.7014;280;Nej
147560;Gunnarn A;65.0094;17.6993;275.491;Ja
76430;Gunnebo;57.7166;16.5333;18;Nej
81590;Gunnesbyn;58.9765;11.6951;145;Nej
98180;Gustavsberg;59.3226;18.3725;10;Nej
103090;Gustavsfors;60.1514;13.7975;190;Ja
103100;Gustavsfors A;60.1533;13.799;187.153;Ja
125490;Gustavsnäs D;62.8108;15.9333;300;Nej
86260;Gustorp D;58.4244;16.1311;64.718;Ja
64220;Gyngamåla;56.3463;14.8219;110;Nej
106170;Gysinge;60.2836;16.8857;63;Nej
144300;Gäddede;64.5037;14.1596;328;Nej
144310;Gäddede A;64.5044;14.2207;553.025;Ja
180760;Gällivare A;67.1407;20.6413;358.975;Ja
180740;Gällivare Flygplats;67.1358;20.8144;312;Nej
171850;Gällivare-Flakaberg;66.5189;21.9092;240;Nej
106720;Gärdsjö;60.9333;15.2333;200;Nej
54650;Gärsnäs;55.55;14.1833;45;Nej
106360;Gästrike-Hammarby D;60.5648;16.586;65;Ja
107400;Gävle;60.6537;17.1693;16;Nej
107420;Gävle A;60.7161;17.1607;16.125;Ja
107410;Gävle-Lexe;60.6812;17.098;25;Nej
107430;Gävle-Åbyggeby;60.7285;17.1132;35;Ja
127480;Gåltjärn;62.7949;17.5502;269.122;Ja
72010;Gångarebo;57.0153;12.916;190;Nej
84520;Gårdsjö A;58.8768;14.3875;210.675;Ja
105400;Gårdvik;60.7216;15.8119;190;Nej
135420;Gåxsjö D;63.6734;15.1041;315;Nej
74350;Gödeberg;57.5666;14.6333;350;Nej
112360;Gördalen D;61.5951;12.5003;620;Ja
83370;Gössäter;58.6166;13.4666;60;Nej
71420;Göteborg A;57.7156;11.9924;3.038;Ja
74550;Habo;57.9097;14.0833;175;Nej
72280;Haby;57.4666;12.65;60;Nej
97350;Hacksta;59.5538;17.0505;16.253;Ja
85550;Haddebo;58.9166;15.3666;120;Nej
74180;Hagshults Flygplats;57.288;14.1297;169;Nej
171970;Hakkas;66.9178;21.5757;270;Nej
54430;Hallamölla;55.7082;14.0106;90;Nej
62260;Hallands Väderö A;56.4496;12.5453;9.172;Ja
134120;Hallen;63.1776;14.0918;330;Nej
135460;Hallhåxåsen A;63.7685;15.3279;375.391;Ja
95040;Hallsberg D;59.0605;15.0848;52;Nej
96390;Hallstaberg;59.6542;16.797;40.781;Ja
135440;Hallviken;63.73;15.5;337;Nej
62400;Halmstad;56.6737;12.9242;24;Ja
62390;Halmstad;56.675;12.9247;25;Nej
62410;Halmstad Flygflottilj;56.6833;12.8333;30;Nej
136060;Hammarstrand D;63.1003;16.3499;178;Nej
93260;Hammarö;59.321;13.5408;62;Ja
54310;Hammenhög;55.5049;14.1589;52;Nej
135350;Hammerdal D;63.5742;15.3714;330.013;Ja
114410;Hamra A;61.6599;14.9918;453.588;Ja
124290;Handsjön D;62.4761;14.7981;291.343;Ja
64020;Hanö A;56.0135;14.8463;58.622;Ja
163960;Haparanda A;65.8237;24.1112;13.243;Ja
163950;Haparanda D;65.8567;24.1118;9.1;Ja
170670;Harads D;66.0794;20.9638;52.357;Ja
161780;Haraholmen;65.2391;21.6317;4;Nej
107080;Harbo;60.1364;17.2382;40;Nej
149010;Harrsele;64.0193;19.5682;115;Nej
180710;Harrträsk;67.0333;20.7;410;Nej
87150;Harstena;58.2502;17.0095;5;Nej
87140;Harstena A;58.2505;17.0106;14;Ja
115710;Hasberget;61.4333;14.85;480;Nej
126070;Hassela D;62.1001;16.7849;150;Nej
62080;Hasslarp;56.1333;12.8166;10;Nej
138360;Hattsjöbäcken D;63.5918;18.9539;170;Ja
63480;Havraryd D;56.7923;13.1384;185;Nej
158830;Hedberg;65.4273;18.8136;440;Nej
123250;Hede;62.4107;13.5184;430;Nej
105160;Hedemora;60.2783;15.9872;115;Nej
81310;Heden;58.5176;11.5234;48.841;Ja
107230;Hedesunda;60.4058;17.0221;65;Ja
123340;Hedeviken;62.4112;13.6748;410;Ja
161650;Hednoret;65.8333;21.55;27;Nej
78420;Hejnum;57.6952;18.6335;53.422;Ja
76570;Hellerö;57.9545;16.6513;11.32933333;Ja
62030;Helsingborg;56.0431;12.6906;5;Nej
62020;Helsingborg 2;56.0397;12.7496;46.027;Ja
62040;Helsingborg A;56.0304;12.7653;43;Ja
155940;Hemavan D;65.821;15.086;482.03;Ja
138400;Hemling;63.6574;18.5318;190;Nej
138390;Hemling A;63.6503;18.5466;182.186;Ja
78140;Hemse;57.2437;18.3788;22.072;Ja
64210;Hemsjö;56.3248;14.7138;80;Nej
125030;Hennan D;62.0313;15.9127;215;Ja
81140;Henån;58.2324;11.6794;10.61;Ja
85210;Herrberga;58.3935;15.2184;90;Nej
83060;Herrljunga D;58.0862;13.0485;116;Ja
78250;Herrvik D;57.422;18.9091;13;Nej
65560;Herråkra;56.9255;15.1688;235;Nej
73230;Hestra D;57.4669;13.6319;220;Ja
73220;Hid D;57.3658;13.0486;140;Ja
106610;Hillersbo;60.0666;16.5833;65;Nej
105390;Hillersboda;60.7074;15.9392;135;Ja
145090;Hillsand;64.1097;15.3142;320.903;Ja
65580;Hinshult;56.9705;15.8733;141.883;Ja
134200;Hissmofors;63.3329;14.4733;285;Nej
84180;Hjo;58.3202;14.3332;90;Ja
76370;Hjorted;57.6215;16.3117;70;Nej
85540;Hjortkvarn D;58.931;15.4451;82.761;Ja
97640;Hjulsta;59.55;17.0166;10;Nej
83350;Hjälmsäter;58.5829;13.3398;80;Nej
137120;Hjälta kraftverk;63.1845;17.1039;95;Nej
62200;Hjärnarp;56.3166;12.9166;40;Nej
132660;Hoberg;63.85;12.9833;420;Nej
68560;Hoburg A;56.9209;18.1506;34.118;Ja
68550;Hoburg D;56.922;18.1504;38;Ja
65150;Hoby;56.2163;15.099;20;Nej
106330;Hofors;60.5403;16.292;140;Ja
86200;Holma;58.3339;16.8157;5;Nej
86120;Holmbo D;58.1943;16.3603;40.428;Ja
150460;Holmfors D;64.7855;20.5185;150;Ja
108620;Holmsberg;60.0166;18.3333;50;Nej
140360;Holmögadd A;63.5949;20.7565;6;Nej
140460;Holmön A;63.807;20.8645;6.535;Ja
140470;Holmön D;63.7918;20.8606;15;Ja
161980;Holsvattnet;65.9666;21.6;37;Nej
74020;Horda;57.0252;14.2936;190;Nej
75520;Horn A;57.8861;15.8623;89.822;Ja
94400;Hornkullen;59.6506;14.2849;260;Nej
72350;Horred;57.3751;12.452;70.241;Ja
113190;Horrmund;61.3138;13.1615;440;Nej
146070;Hoting;64.1236;16.2149;240;Nej
146050;Hoting A;64.0875;16.2356;241.55;Ja
62270;Hov;56.4495;12.7011;42.467;Ja
117440;Hudiksvall;61.7167;17.086;5;Ja
126330;Hullsjön;62.55;16.7;315;Nej
75060;Hult;57.1;15.2333;265;Nej
86410;Hult D;58.6756;16.1313;55;Ja
125450;Hunge;62.754;15.0921;342;Nej
125440;Hunge A;62.7504;15.0845;343.238;Ja
98290;Husarö;59.5052;18.8417;10;Nej
74480;Huskvarna;57.7865;14.2874;99;Ja
74260;Hylletofta;57.4399;14.4729;270;Nej
64410;Hyltan;56.6815;14.3358;155;Ja
96200;Hyndevad;59.3218;16.4402;24.846;Ja
97450;Hyvlinge;59.7475;17.0682;20;Nej
123020;Häggberget D;62.031;13.0879;685;Ja
132310;Häggsjön;63.5158;12.7159;480;Nej
72370;Häggårda;57.6149;12.9451;105;Ja
127160;Häljum;62.2622;17.3358;25;Nej
96090;Hälleforsnäs D;59.1561;16.5063;76.152;Ja
149160;Hällnäs-Lund;64.2684;19.6314;181;Nej
105720;Hällsjön;60.0333;15.15;235;Nej
83190;Hällum A;58.3218;13.0379;70.071;Ja
114520;Härjeåsjön;61.9104;14.2103;425;Ja
64580;Härlöv;56.9666;14.6333;155;Nej
116070;Härnebo;61.1326;16.7458;90;Ja
128370;Härnö;62.6183;18.0618;10;Nej
127380;Härnösand;62.6364;17.9214;17.655;Ja
72680;Härryda;57.6865;12.2988;91.107;Ja
72650;Härsjönäs;57.75;12.35;100;Nej
85180;Härsnäs;58.2884;15.2336;126.803;Ja
